ClassID,Circle_1,Circle_2,Circle_3,Circle_4,Circle_5,Circle_6,Circle_7,Circle_8
771,919.7802,1350,1900,2550,3350,4300,5400,0
772,919.7802,1350,1900,2550,3350,4300,5400,0
773,919.7802,1350,1900,2550,3350,4300,5400,0
774,919.7802,1350,1900,2550,3350,4300,5400,0
775,919.7802,1350,1900,2550,3350,4300,5400,0
776,919.7802,1350,1900,2550,3350,4300,5400,0
777,919.7802,1350,1900,2550,3350,4300,5400,0
778,919.7802,1350,1900,2550,3350,4300,5400,0
779,919.7802,1350,1900,2550,3350,4300,5400,0
780,919.7802,1350,1900,2550,3350,4300,5400,0
781,919.7802,1350,1900,2550,3350,4300,5400,0
782,919.7802,1350,1900,2550,3350,4300,5400,0
783,919.7802,1350,1900,2550,3350,4300,5400,0
784,919.7802,1350,1900,2550,3350,4300,5400,0
785,919.7802,1350,1900,2550,3350,4300,5400,0
786,919.7802,1350,1900,2550,3350,4300,5400,0
787,919.7802,1350,1900,2550,3350,4300,5400,0
788,919.7802,1350,1900,2550,3350,4300,5400,0
789,919.7802,1350,1900,2550,3350,4300,5400,0
790,919.7802,1350,1900,2550,3350,4300,5400,0
791,919.7802,1350,1900,2550,3350,4300,5400,0
792,919.7802,1350,1900,2550,3350,4300,5400,0
793,919.7802,1350,1900,2550,3350,4300,5400,0
794,919.7802,1350,1900,2550,3350,4300,5400,0
795,919.7802,1350,1900,2550,3350,4300,5400,0
796,919.7802,1350,1900,2550,3350,4300,5400,0
797,919.7802,1350,1900,2550,3350,4300,5400,0
798,919.7802,1350,1900,2550,3350,4300,5400,0
799,919.7802,1350,1900,2550,3350,4300,5400,0
800,919.7802,1350,1900,2550,3350,4300,5400,0
801,919.7802,1350,1900,2550,3350,4300,5400,0
802,919.7802,1350,1900,2550,3350,4300,5400,0
803,919.7802,1350,1900,2550,3350,4300,5400,0
804,919.7802,1350,1900,2550,3350,4300,5400,0
805,919.7802,1350,1900,2550,3350,4300,5400,0
806,919.7802,1350,1900,2550,3350,4300,5400,0
807,919.7802,1350,1900,2550,3350,4300,5400,0
808,919.7802,1350,1900,2550,3350,4300,5400,0
809,919.7802,1350,1900,2550,3350,4300,5400,0
810,919.7802,1350,1900,2550,3350,4300,5400,0
811,919.7802,1350,1900,2550,3350,4300,5400,0
812,919.7802,1350,1900,2550,3350,4300,5400,0
813,919.7802,1350,1900,2550,3350,4300,5400,0
814,919.7802,1350,1900,2550,3350,4300,5400,0
815,919.7802,1350,1900,2550,3350,4300,5400,0
816,919.7802,1350,1900,2550,3350,4300,5400,0
817,919.7802,1350,1900,2550,3350,4300,5400,0
818,919.7802,1350,1900,2550,3350,4300,5400,0
819,919.7802,1350,1900,2550,3350,4300,5400,0
820,919.7802,1350,1900,2550,3350,4300,5400,0
821,919.7802,1350,1900,2550,3350,4300,5400,0
822,919.7802,1350,1900,2550,3350,4300,5400,0
823,919.7802,1350,1900,2550,3350,4300,5400,0
824,919.7802,1350,1900,2550,3350,4300,5400,0
825,919.7802,1350,1900,2550,3350,4300,5400,0
826,919.7802,1350,1900,2550,3350,4300,5400,0
827,919.7802,1350,1900,2550,3350,4300,5400,0
828,919.7802,1350,1900,2550,3350,4300,5400,0
829,919.7802,1350,1900,2550,3350,4300,5400,0
830,919.7802,1350,1900,2550,3350,4300,5400,0
831,919.7802,1350,1900,2550,3350,4300,5400,0
832,919.7802,1350,1900,2550,3350,4300,5400,0
833,919.7802,1350,1900,2550,3350,4300,5400,0
834,919.7802,1350,1900,2550,3350,4300,5400,0
835,919.7802,1350,1900,2550,3350,4300,5400,0
836,919.7802,1350,1900,2550,3350,4300,5400,0
837,919.7802,1350,1900,2550,3350,4300,5400,0
838,919.7802,1350,1900,2550,3350,4300,5400,0
839,919.7802,1350,1900,2550,3350,4300,5400,0
840,919.7802,1350,1900,2550,3350,4300,5400,0
841,919.7802,1350,1900,2550,3350,4300,5400,0
842,919.7802,1350,1900,2550,3350,4300,5400,0
843,919.7802,1350,1900,2550,3350,4300,5400,0
844,919.7802,1350,1900,2550,3350,4300,5400,0
845,919.7802,1350,1900,2550,3350,4300,5400,0
846,919.7802,1350,1900,2550,3350,4300,5400,0
847,919.7802,1350,1900,2550,3350,4300,5400,0
848,919.7802,1350,1900,2550,3350,4300,5400,0
849,919.7802,1350,1900,2550,3350,4300,5400,0
850,919.7802,1350,1900,2550,3350,4300,5400,0
851,919.7802,1350,1900,2550,3350,4300,5400,0
852,919.7802,1350,1900,2550,3350,4300,5400,0
853,919.7802,1350,1900,2550,3350,4300,5400,0
854,919.7802,1350,1900,2550,3350,4300,5400,0
855,919.7802,1350,1900,2550,3350,4300,5400,0
856,919.7802,1350,1900,2550,3350,4300,5400,0
857,919.7802,1350,1900,2550,3350,4300,5400,0
858,919.7802,1350,1900,2550,3350,4300,5400,0
859,919.7802,1350,1900,2550,3350,4300,5400,0
860,919.7802,1350,1900,2550,3350,4300,5400,0
861,919.7802,1350,1900,2550,3350,4300,5400,0
862,919.7802,1350,1900,2550,3350,4300,5400,0
863,919.7802,1350,1900,2550,3350,4300,5400,0
864,919.7802,1350,1900,2550,3350,4300,5400,0
865,919.7802,1350,1900,2550,3350,4300,5400,0
866,919.7802,1350,1900,2550,3350,4300,5400,0
867,919.7802,1350,1900,2550,3350,4300,5400,0
868,919.7802,1350,1900,2550,3350,4300,5400,0
869,919.7802,1350,1900,2550,3350,4300,5400,0
870,919.7802,1350,1900,2550,3350,4300,5400,0
871,919.7802,1350,1900,2550,3350,4300,5400,0
872,919.7802,1350,1900,2550,3350,4300,5400,0
873,919.7802,1350,1900,2550,3350,4300,5400,0
874,919.7802,1350,1900,2550,3350,4300,5400,0
875,919.7802,1350,1900,2550,3350,4300,5400,0
876,919.7802,1350,1900,2550,3350,4300,5400,0
877,919.7802,1350,1900,2550,3350,4300,5400,0
878,919.7802,1350,1900,2550,3350,4300,5400,0
879,919.7802,1350,1900,2550,3350,4300,5400,0
880,919.7802,1350,1900,2550,3350,4300,5400,0
881,919.7802,1350,1900,2550,3350,4300,5400,0
882,919.7802,1350,1900,2550,3350,4300,5400,0
883,919.7802,1350,1900,2550,3350,4300,5400,0
884,919.7802,1350,1900,2550,3350,4300,5400,0
885,919.7802,1350,1900,2550,3350,4300,5400,0
886,919.7802,1350,1900,2550,3350,4300,5400,0
887,919.7802,1350,1900,2550,3350,4300,5400,0
888,919.7802,1350,1900,2550,3350,4300,5400,0
889,919.7802,1350,1900,2550,3350,4300,5400,0
890,919.7802,1350,1900,2550,3350,4300,5400,0
891,919.7802,1350,1900,2550,3350,4300,5400,0
892,919.7802,1350,1900,2550,3350,4300,5400,0
893,919.7802,1350,1900,2550,3350,4300,5400,0
894,919.7802,1350,1900,2550,3350,4300,5400,0
895,919.7802,1350,1900,2550,3350,4300,5400,0
896,919.7802,1350,1900,2550,3350,4300,5400,0
897,919.7802,1350,1900,2550,3350,4300,5400,0
898,919.7802,1350,1900,2550,3350,4300,5400,0
899,919.7802,1350,1900,2550,3350,4300,5400,0
900,919.7802,1350,1900,2550,3350,4300,5400,0
901,919.7802,1350,1900,2550,3350,4300,5400,0
902,919.7802,1350,1900,2550,3350,4300,5400,0
903,919.7802,1350,1900,2550,3350,4300,5400,0
904,919.7802,1350,1900,2550,3350,4300,5400,0
905,919.7802,1350,1900,2550,3350,4300,5400,0
906,919.7802,1350,1900,2550,3350,4300,5400,0
907,919.7802,1350,1900,2550,3350,4300,5400,0
908,919.7802,1350,1900,2550,3350,4300,5400,0
909,919.7802,1350,1900,2550,3350,4300,5400,0
910,919.7802,1350,1900,2550,3350,4300,5400,0
911,919.7802,1350,1900,2550,3350,4300,5400,0
912,919.7802,1350,1900,2550,3350,4300,5400,0
913,919.7802,1350,1900,2550,3350,4300,5400,0
914,919.7802,1350,1900,2550,3350,4300,5400,0
915,919.7802,1350,1900,2550,3350,4300,5400,0
916,919.7802,1350,1900,2550,3350,4300,5400,0
917,919.7802,1350,1900,2550,3350,4300,5400,0
918,919.7802,1350,1900,2550,3350,4300,5400,0
919,919.7802,1350,1900,2550,3350,4300,5400,0
920,919.7802,1350,1900,2550,3350,4300,5400,0
921,919.7802,1350,1900,2550,3350,4300,5400,0
922,919.7802,1350,1900,2550,3350,4300,5400,0
923,919.7802,1350,1900,2550,3350,4300,5400,0
924,919.7802,1350,1900,2550,3350,4300,5400,0
925,919.7802,1350,1900,2550,3350,4300,5400,0
926,919.7802,1350,1900,2550,3350,4300,5400,0
927,919.7802,1350,1900,2550,3350,4300,5400,0
928,919.7802,1350,1900,2550,3350,4300,5400,0
929,919.7802,1350,1900,2550,3350,4300,5400,0
930,919.7802,1350,1900,2550,3350,4300,5400,0
931,919.7802,1350,1900,2550,3350,4300,5400,0
932,919.7802,1350,1900,2550,3350,4300,5400,0
933,919.7802,1350,1900,2550,3350,4300,5400,0
934,919.7802,1350,1900,2550,3350,4300,5400,0
935,919.7802,1350,1900,2550,3350,4300,5400,0
936,919.7802,1350,1900,2550,3350,4300,5400,0
937,919.7802,1350,1900,2550,3350,4300,5400,0
938,919.7802,1350,1900,2550,3350,4300,5400,0
939,919.7802,1350,1900,2550,3350,4300,5400,0
940,919.7802,1350,1900,2550,3350,4300,5400,0
941,919.7802,1350,1900,2550,3350,4300,5400,0
942,919.7802,1350,1900,2550,3350,4300,5400,0
943,919.7802,1350,1900,2550,3350,4300,5400,0
944,919.7802,1350,1900,2550,3350,4300,5400,0
945,919.7802,1350,1900,2550,3350,4300,5400,0
946,919.7802,1350,1900,2550,3350,4300,5400,0
947,919.7802,1350,1900,2550,3350,4300,5400,0
948,919.7802,1350,1900,2550,3350,4300,5400,0
949,919.7802,1350,1900,2550,3350,4300,5400,0
950,919.7802,1350,1900,2550,3350,4300,5400,0
951,919.7802,1350,1900,2550,3350,4300,5400,0
952,919.7802,1350,1900,2550,3350,4300,5400,0
953,919.7802,1350,1900,2550,3350,4300,5400,0
954,919.7802,1350,1900,2550,3350,4300,5400,0
955,919.7802,1350,1900,2550,3350,4300,5400,0
956,919.7802,1350,1900,2550,3350,4300,5400,0
957,919.7802,1350,1900,2550,3350,4300,5400,0
958,919.7802,1350,1900,2550,3350,4300,5400,0
959,919.7802,1350,1900,2550,3350,4300,5400,0
960,919.7802,1350,1900,2550,3350,4300,5400,0
961,919.7802,1350,1900,2550,3350,4300,5400,0
962,919.7802,1350,1900,2550,3350,4300,5400,0
963,919.7802,1350,1900,2550,3350,4300,5400,0
964,919.7802,1350,1900,2550,3350,4300,5400,0
965,919.7802,1350,1900,2550,3350,4300,5400,0
966,919.7802,1350,1900,2550,3350,4300,5400,0
967,919.7802,1350,1900,2550,3350,4300,5400,0
968,919.7802,1350,1900,2550,3350,4300,5400,0
969,919.7802,1350,1900,2550,3350,4300,5400,0
970,919.7802,1350,1900,2550,3350,4300,5400,0
971,919.7802,1350,1900,2550,3350,4300,5400,0
972,919.7802,1350,1900,2550,3350,4300,5400,0
973,919.7802,1350,1900,2550,3350,4300,5400,0
974,919.7802,1350,1900,2550,3350,4300,5400,0
975,919.7802,1350,1900,2550,3350,4300,5400,0
976,919.7802,1350,1900,2550,3350,4300,5400,0
977,919.7802,1350,1900,2550,3350,4300,5400,0
978,919.7802,1350,1900,2550,3350,4300,5400,0
979,919.7802,1350,1900,2550,3350,4300,5400,0
980,919.7802,1350,1900,2550,3350,4300,5400,0
981,919.7802,1350,1900,2550,3350,4300,5400,0
982,919.7802,1350,1900,2550,3350,4300,5400,0
983,919.7802,1350,1900,2550,3350,4300,5400,0
984,919.7802,1350,1900,2550,3350,4300,5400,0
985,919.7802,1350,1900,2550,3350,4300,5400,0
986,919.7802,1350,1900,2550,3350,4300,5400,0
987,919.7802,1350,1900,2550,3350,4300,5400,0
988,919.7802,1350,1900,2550,3350,4300,5400,0
989,919.7802,1350,1900,2550,3350,4300,5400,0
990,919.7802,1350,1900,2550,3350,4300,5400,0
991,919.7802,1350,1900,2550,3350,4300,5400,0
992,919.7802,1350,1900,2550,3350,4300,5400,0
993,919.7802,1350,1900,2550,3350,4300,5400,0
994,919.7802,1350,1900,2550,3350,4300,5400,0
995,919.7802,1350,1900,2550,3350,4300,5400,0
996,919.7802,1350,1900,2550,3350,4300,5400,0
997,919.7802,1350,1900,2550,3350,4300,5400,0
998,919.7802,1350,1900,2550,3350,4300,5400,0
999,919.7802,1350,1900,2550,3350,4300,5400,0
1000,919.7802,1350,1900,2550,3350,4300,5400,0
1001,919.7802,1350,1900,2550,3350,4300,5400,0
1002,919.7802,1350,1900,2550,3350,4300,5400,0
1003,919.7802,1350,1900,2550,3350,4300,5400,0
1004,919.7802,1350,1900,2550,3350,4300,5400,0
1005,919.7802,1350,1900,2550,3350,4300,5400,0
1006,919.7802,1350,1900,2550,3350,4300,5400,0
1007,919.7802,1350,1900,2550,3350,4300,5400,0
1008,919.7802,1350,1900,2550,3350,4300,5400,0
1009,919.7802,1350,1900,2550,3350,4300,5400,0
1010,919.7802,1350,1900,2550,3350,4300,5400,0
1011,919.7802,1350,1900,2550,3350,4300,5400,0
1012,919.7802,1350,1900,2550,3350,4300,5400,0
1013,919.7802,1350,1900,2550,3350,4300,5400,0
1014,919.7802,1350,1900,2550,3350,4300,5400,0
1015,919.7802,1350,1900,2550,3350,4300,5400,0
1016,919.7802,1350,1900,2550,3350,4300,5400,0
1017,919.7802,1350,1900,2550,3350,4300,5400,0
1018,919.7802,1350,1900,2550,3350,4300,5400,0
1019,919.7802,1350,1900,2550,3350,4300,5400,0
1020,919.7802,1350,1900,2550,3350,4300,5400,0
1021,919.7802,1350,1900,2550,3350,4300,5400,0
1022,919.7802,1350,1900,2550,3350,4300,5400,0
1023,919.7802,1350,1900,2550,3350,4300,5400,0
1024,919.7802,1350,1900,2550,3350,4300,5400,0
1025,919.7802,1350,1900,2550,3350,4300,5400,0
1026,919.7802,1350,1900,2550,3350,4300,5400,0
1027,919.7802,1350,1900,2550,3350,4300,5400,0
1028,919.7802,1350,1900,2550,3350,4300,5400,0
1029,919.7802,1350,1900,2550,3350,4300,5400,0
1030,919.7802,1350,1900,2550,3350,4300,5400,0
1031,919.7802,1350,1900,2550,3350,4300,5400,0
1032,919.7802,1350,1900,2550,3350,4300,5400,0
1033,919.7802,1350,1900,2550,3350,4300,5400,0
1034,919.7802,1350,1900,2550,3350,4300,5400,0
1035,919.7802,1350,1900,2550,3350,4300,5400,0
1036,919.7802,1350,1900,2550,3350,4300,5400,0
1037,919.7802,1350,1900,2550,3350,4300,5400,0
1038,919.7802,1350,1900,2550,3350,4300,5400,0
1039,919.7802,1350,1900,2550,3350,4300,5400,0
1040,919.7802,1350,1900,2550,3350,4300,5400,0
1041,919.7802,1350,1900,2550,3350,4300,5400,0
1042,919.7802,1350,1900,2550,3350,4300,5400,0
1043,919.7802,1350,1900,2550,3350,4300,5400,0
1044,919.7802,1350,1900,2550,3350,4300,5400,0
1045,919.7802,1350,1900,2550,3350,4300,5400,0
1046,919.7802,1350,1900,2550,3350,4300,5400,0
1047,919.7802,1350,1900,2550,3350,4300,5400,0
1048,919.7802,1350,1900,2550,3350,4300,5400,0
1049,919.7802,1350,1900,2550,3350,4300,5400,0
1050,919.7802,1350,1900,2550,3350,4300,5400,0
1051,919.7802,1350,1900,2550,3350,4300,5400,0
1052,919.7802,1350,1900,2550,3350,4300,5400,0
1053,919.7802,1350,1900,2550,3350,4300,5400,0
1054,919.7802,1350,1900,2550,3350,4300,5400,0
1055,919.7802,1350,1900,2550,3350,4300,5400,0
1056,919.7802,1350,1900,2550,3350,4300,5400,0
1057,919.7802,1350,1900,2550,3350,4300,5400,0
1058,919.7802,1350,1900,2550,3350,4300,5400,0
1059,919.7802,1350,1900,2550,3350,4300,5400,0
1060,919.7802,1350,1900,2550,3350,4300,5400,0
1061,919.7802,1350,1900,2550,3350,4300,5400,0
1062,919.7802,1350,1900,2550,3350,4300,5400,0
1063,919.7802,1350,1900,2550,3350,4300,5400,0
1064,919.7802,1350,1900,2550,3350,4300,5400,0
1065,919.7802,1350,1900,2550,3350,4300,5400,0
1066,919.7802,1350,1900,2550,3350,4300,5400,0
1067,919.7802,1350,1900,2550,3350,4300,5400,0
1068,919.7802,1350,1900,2550,3350,4300,5400,0
1069,919.7802,1350,1900,2550,3350,4300,5400,0
1070,919.7802,1350,1900,2550,3350,4300,5400,0
1071,919.7802,1350,1900,2550,3350,4300,5400,0
1072,919.7802,1350,1900,2550,3350,4300,5400,0
1073,919.7802,1350,1900,2550,3350,4300,5400,0
1074,919.7802,1350,1900,2550,3350,4300,5400,0
1075,919.7802,1350,1900,2550,3350,4300,5400,0
1076,919.7802,1350,1900,2550,3350,4300,5400,0
1077,919.7802,1350,1900,2550,3350,4300,5400,0
1078,919.7802,1350,1900,2550,3350,4300,5400,0
1079,919.7802,1350,1900,2550,3350,4300,5400,0
1080,919.7802,1350,1900,2550,3350,4300,5400,0
1081,919.7802,1350,1900,2550,3350,4300,5400,0
1082,919.7802,1350,1900,2550,3350,4300,5400,0
1083,919.7802,1350,1900,2550,3350,4300,5400,0
1084,919.7802,1350,1900,2550,3350,4300,5400,0
1085,919.7802,1350,1900,2550,3350,4300,5400,0
1086,919.7802,1350,1900,2550,3350,4300,5400,0
1087,919.7802,1350,1900,2550,3350,4300,5400,0
1088,919.7802,1350,1900,2550,3350,4300,5400,0
1089,919.7802,1350,1900,2550,3350,4300,5400,0
1090,919.7802,1350,1900,2550,3350,4300,5400,0
1091,919.7802,1350,1900,2550,3350,4300,5400,0
1092,919.7802,1350,1900,2550,3350,4300,5400,0
1093,919.7802,1350,1900,2550,3350,4300,5400,0
1094,919.7802,1350,1900,2550,3350,4300,5400,0
1095,919.7802,1350,1900,2550,3350,4300,5400,0
1096,919.7802,1350,1900,2550,3350,4300,5400,0
1097,919.7802,1350,1900,2550,3350,4300,5400,0
1098,919.7802,1350,1900,2550,3350,4300,5400,0
1099,919.7802,1350,1900,2550,3350,4300,5400,0
1100,919.7802,1350,1900,2550,3350,4300,5400,0
1101,919.7802,1350,1900,2550,3350,4300,5400,0
1102,919.7802,1350,1900,2550,3350,4300,5400,0
1103,919.7802,1350,1900,2550,3350,4300,5400,0
1104,919.7802,1350,1900,2550,3350,4300,5400,0
1105,919.7802,1350,1900,2550,3350,4300,5400,0
1106,919.7802,1350,1900,2550,3350,4300,5400,0
1107,919.7802,1350,1900,2550,3350,4300,5400,0
1108,919.7802,1350,1900,2550,3350,4300,5400,0
1109,919.7802,1350,1900,2550,3350,4300,5400,0
1110,919.7802,1350,1900,2550,3350,4300,5400,0
1111,919.7802,1350,1900,2550,3350,4300,5400,0
1112,919.7802,1350,1900,2550,3350,4300,5400,0
1113,919.7802,1350,1900,2550,3350,4300,5400,0
1114,919.7802,1350,1900,2550,3350,4300,5400,0
1115,919.7802,1350,1900,2550,3350,4300,5400,0
1116,919.7802,1350,1900,2550,3350,4300,5400,0
1117,919.7802,1350,1900,2550,3350,4300,5400,0
1118,919.7802,1350,1900,2550,3350,4300,5400,0
1119,919.7802,1350,1900,2550,3350,4300,5400,0
1120,919.7802,1350,1900,2550,3350,4300,5400,0
1121,919.7802,1350,1900,2550,3350,4300,5400,0
1122,919.7802,1350,1900,2550,3350,4300,5400,0
1123,919.7802,1350,1900,2550,3350,4300,5400,0
1124,919.7802,1350,1900,2550,3350,4300,5400,0
1125,919.7802,1350,1900,2550,3350,4300,5400,0
1126,919.7802,1350,1900,2550,3350,4300,5400,0
1127,919.7802,1350,1900,2550,3350,4300,5400,0
1128,919.7802,1350,1900,2550,3350,4300,5400,0
1129,919.7802,1350,1900,2550,3350,4300,5400,0
1130,919.7802,1350,1900,2550,3350,4300,5400,0
1131,919.7802,1350,1900,2550,3350,4300,5400,0
1132,919.7802,1350,1900,2550,3350,4300,5400,0
1133,919.7802,1350,1900,2550,3350,4300,5400,0
1134,919.7802,1350,1900,2550,3350,4300,5400,0
1135,919.7802,1350,1900,2550,3350,4300,5400,0
1136,919.7802,1350,1900,2550,3350,4300,5400,0
1137,919.7802,1350,1900,2550,3350,4300,5400,0
1138,919.7802,1350,1900,2550,3350,4300,5400,0
1139,919.7802,1350,1900,2550,3350,4300,5400,0
1140,919.7802,1350,1900,2550,3350,4300,5400,0
1141,919.7802,1350,1900,2550,3350,4300,5400,0
1142,919.7802,1350,1900,2550,3350,4300,5400,0
1143,919.7802,1350,1900,2550,3350,4300,5400,0
1144,919.7802,1350,1900,2550,3350,4300,5400,0
1145,919.7802,1350,1900,2550,3350,4300,5400,0
1146,919.7802,1350,1900,2550,3350,4300,5400,0
1147,919.7802,1350,1900,2550,3350,4300,5400,0
1148,919.7802,1350,1900,2550,3350,4300,5400,0
1149,919.7802,1350,1900,2550,3350,4300,5400,0
1150,919.7802,1350,1900,2550,3350,4300,5400,0
1151,919.7802,1350,1900,2550,3350,4300,5400,0
1152,919.7802,1350,1900,2550,3350,4300,5400,0
1153,919.7802,1350,1900,2550,3350,4300,5400,0
1154,919.7802,1350,1900,2550,3350,4300,5400,0
1155,919.7802,1350,1900,2550,3350,4300,5400,0
1156,919.7802,1350,1900,2550,3350,4300,5400,0
1157,919.7802,1350,1900,2550,3350,4300,5400,0
1158,919.7802,1350,1900,2550,3350,4300,5400,0
1159,919.7802,1350,1900,2550,3350,4300,5400,0
1160,919.7802,1350,1900,2550,3350,4300,5400,0
1161,919.7802,1350,1900,2550,3350,4300,5400,0
1162,919.7802,1350,1900,2550,3350,4300,5400,0
1163,919.7802,1350,1900,2550,3350,4300,5400,0
1164,919.7802,1350,1900,2550,3350,4300,5400,0
1165,919.7802,1350,1900,2550,3350,4300,5400,0
1166,919.7802,1350,1900,2550,3350,4300,5400,0
1167,919.7802,1350,1900,2550,3350,4300,5400,0
1168,919.7802,1350,1900,2550,3350,4300,5400,0
1169,919.7802,1350,1900,2550,3350,4300,5400,0
1170,919.7802,1350,1900,2550,3350,4300,5400,0
1171,919.7802,1350,1900,2550,3350,4300,5400,0
1172,919.7802,1350,1900,2550,3350,4300,5400,0
1173,919.7802,1350,1900,2550,3350,4300,5400,0
1174,919.7802,1350,1900,2550,3350,4300,5400,0
1175,919.7802,1350,1900,2550,3350,4300,5400,0
1176,919.7802,1350,1900,2550,3350,4300,5400,0
1177,919.7802,1350,1900,2550,3350,4300,5400,0
1178,919.7802,1350,1900,2550,3350,4300,5400,0
1179,919.7802,1350,1900,2550,3350,4300,5400,0
1180,919.7802,1350,1900,2550,3350,4300,5400,0
1181,919.7802,1350,1900,2550,3350,4300,5400,0
1182,919.7802,1350,1900,2550,3350,4300,5400,0
1183,919.7802,1350,1900,2550,3350,4300,5400,0
1184,919.7802,1350,1900,2550,3350,4300,5400,0
1185,919.7802,1350,1900,2550,3350,4300,5400,0
1186,919.7802,1350,1900,2550,3350,4300,5400,0
1187,919.7802,1350,1900,2550,3350,4300,5400,0
1188,919.7802,1350,1900,2550,3350,4300,5400,0
1189,919.7802,1350,1900,2550,3350,4300,5400,0
1190,919.7802,1350,1900,2550,3350,4300,5400,0
1191,919.7802,1350,1900,2550,3350,4300,5400,0
1192,919.7802,1350,1900,2550,3350,4300,5400,0
1193,919.7802,1350,1900,2550,3350,4300,5400,0
1194,919.7802,1350,1900,2550,3350,4300,5400,0
1195,919.7802,1350,1900,2550,3350,4300,5400,0
1196,919.7802,1350,1900,2550,3350,4300,5400,0
1197,919.7802,1350,1900,2550,3350,4300,5400,0
1198,919.7802,1350,1900,2550,3350,4300,5400,0
1199,919.7802,1350,1900,2550,3350,4300,5400,0
1200,919.7802,1350,1900,2550,3350,4300,5400,0
1201,919.7802,1350,1900,2550,3350,4300,5400,0
1202,919.7802,1350,1900,2550,3350,4300,5400,0
1203,919.7802,1350,1900,2550,3350,4300,5400,0
1204,919.7802,1350,1900,2550,3350,4300,5400,0
1205,919.7802,1350,1900,2550,3350,4300,5400,0
1206,919.7802,1350,1900,2550,3350,4300,5400,0
1207,919.7802,1350,1900,2550,3350,4300,5400,0
1208,919.7802,1350,1900,2550,3350,4300,5400,0
1209,919.7802,1350,1900,2550,3350,4300,5400,0
1210,919.7802,1350,1900,2550,3350,4300,5400,0
1211,919.7802,1350,1900,2550,3350,4300,5400,0
1212,919.7802,1350,1900,2550,3350,4300,5400,0
1213,919.7802,1350,1900,2550,3350,4300,5400,0
1214,919.7802,1350,1900,2550,3350,4300,5400,0
1215,919.7802,1350,1900,2550,3350,4300,5400,0
1216,919.7802,1350,1900,2550,3350,4300,5400,0
1217,919.7802,1350,1900,2550,3350,4300,5400,0
1218,919.7802,1350,1900,2550,3350,4300,5400,0
1219,919.7802,1350,1900,2550,3350,4300,5400,0
1220,919.7802,1350,1900,2550,3350,4300,5400,0
1221,919.7802,1350,1900,2550,3350,4300,5400,0
1222,919.7802,1350,1900,2550,3350,4300,5400,0
1223,919.7802,1350,1900,2550,3350,4300,5400,0
1224,919.7802,1350,1900,2550,3350,4300,5400,0
1225,919.7802,1350,1900,2550,3350,4300,5400,0
1226,919.7802,1350,1900,2550,3350,4300,5400,0
1227,919.7802,1350,1900,2550,3350,4300,5400,0
1228,919.7802,1350,1900,2550,3350,4300,5400,0
1229,919.7802,1350,1900,2550,3350,4300,5400,0
1230,919.7802,1350,1900,2550,3350,4300,5400,0
1231,919.7802,1350,1900,2550,3350,4300,5400,0
1232,919.7802,1350,1900,2550,3350,4300,5400,0
1233,919.7802,1350,1900,2550,3350,4300,5400,0
1234,919.7802,1350,1900,2550,3350,4300,5400,0
1235,919.7802,1350,1900,2550,3350,4300,5400,0
1236,919.7802,1350,1900,2550,3350,4300,5400,0
1237,919.7802,1350,1900,2550,3350,4300,5400,0
1238,919.7802,1350,1900,2550,3350,4300,5400,0
1239,919.7802,1350,1900,2550,3350,4300,5400,0
1240,919.7802,1350,1900,2550,3350,4300,5400,0
1241,919.7802,1350,1900,2550,3350,4300,5400,0
1242,919.7802,1350,1900,2550,3350,4300,5400,0
1243,919.7802,1350,1900,2550,3350,4300,5400,0
1244,919.7802,1350,1900,2550,3350,4300,5400,0
1245,919.7802,1350,1900,2550,3350,4300,5400,0
1246,919.7802,1350,1900,2550,3350,4300,5400,0
1247,919.7802,1350,1900,2550,3350,4300,5400,0
1248,919.7802,1350,1900,2550,3350,4300,5400,0
1249,919.7802,1350,1900,2550,3350,4300,5400,0
1250,919.7802,1350,1900,2550,3350,4300,5400,0
1251,919.7802,1350,1900,2550,3350,4300,5400,0
1252,919.7802,1350,1900,2550,3350,4300,5400,0
1253,919.7802,1350,1900,2550,3350,4300,5400,0
1254,919.7802,1350,1900,2550,3350,4300,5400,0
1255,919.7802,1350,1900,2550,3350,4300,5400,0
1256,919.7802,1350,1900,2550,3350,4300,5400,0
1257,919.7802,1350,1900,2550,3350,4300,5400,0
1258,919.7802,1350,1900,2550,3350,4300,5400,0
1259,919.7802,1350,1900,2550,3350,4300,5400,0
1260,919.7802,1350,1900,2550,3350,4300,5400,0
1261,919.7802,1350,1900,2550,3350,4300,5400,0
1262,919.7802,1350,1900,2550,3350,4300,5400,0
1263,919.7802,1350,1900,2550,3350,4300,5400,0
1264,919.7802,1350,1900,2550,3350,4300,5400,0
1265,919.7802,1350,1900,2550,3350,4300,5400,0
1266,919.7802,1350,1900,2550,3350,4300,5400,0
1267,919.7802,1350,1900,2550,3350,4300,5400,0
1268,919.7802,1350,1900,2550,3350,4300,5400,0
1269,919.7802,1350,1900,2550,3350,4300,5400,0
1270,919.7802,1350,1900,2550,3350,4300,5400,0
1271,919.7802,1350,1900,2550,3350,4300,5400,0
1272,919.7802,1350,1900,2550,3350,4300,5400,0
1273,919.7802,1350,1900,2550,3350,4300,5400,0
1274,919.7802,1350,1900,2550,3350,4300,5400,0
1275,919.7802,1350,1900,2550,3350,4300,5400,0
1276,919.7802,1350,1900,2550,3350,4300,5400,0
